From,To,Demand,TT,Distance,Estimated?
6343862080,6360810829,,0.030010981,6033,No
7858518216,7858518239,,1.810153252,1927,No
7858518216,7858474078,,0.052656291,5397,No
7858517985,7858517273,,0.047378935,2482,No
7858517985,2385590082,,0.266874326,235,No
2005962604,3116369285,,0.674106563,320,No
27028317,2005962462,,0.216883333,26,No
27028317,10134027994,,0.062075758,44,No
2005962462,2005962456,,0.035883569,2475,No
2005962462,10134028000,,0.101325169,543,No
10134027994,2005962527,,4.08384013,1974,No
130072071,10766496054,,0.853268056,24,No
10766496051,10766496054,,0.045880556,54,No
10766496054,10766496058,,0.034022222,39,No
600136724,5291417712,,0.650065586,555,No
5291417712,10134049631,,3.036705102,2303,No
810006699,2634840840,,1.134291144,749,No
600136754,10766496062,,0.031913043,23,No
600136754,600138150,,16.62908395,19548,No
10766496062,6224528876,,0.013298885,6098,No
10766496062,2478904862,,0.1087442,6012,No
2440458203,6360810830,,3.027405902,2135,No
1349066429,10038756359,,0.043552466,2555,No
1349066429,10038782093,,0.275185586,185,No
10038756359,10038782085,,0.040737179,26,No
10038756359,2440445142,,1.117652513,1545,No
10038782093,10038756359,,0.261930398,159,No
1349066469,10038782085,,2.631833616,2834,No
10038782085,10038782102,,0.053536957,23,No
10766496058,10766496050,,0.065853985,2815,No
2005962420,10226537903,,0.08254023,29,No
10226537903,2005962460,,1.081836158,767,No
2005962446,2005962448,,0.051104167,24,No
2005962448,2090688492,,0.044988062,2460,No
2005962448,2005962456,,1.749797965,1204,No
2090688492,2005962450,,0.101083333,24,No
2090688492,10134049444,,0.077364865,37,No
2005962456,2005962460,,0.152134615,26,No
2005962456,10226537902,,1.097911284,771,No
2005962450,2005962446,,0.067235897,26,No
2005962460,27028317,,0.025683073,5191,No
2005962460,2005962522,,2.953257626,2570,No
10226537902,2005962419,,0.182442857,28,No
10226537902,10226537903,,0.199335,20,No
2005962522,6343862080,,0.166515625,32,No
2005962522,6853669860,,23.37316542,32437,No
10134028000,10134049439,,1.281308569,1132,No
2005962527,5292989096,,0.035253333,25,No
5292989096,5292989072,,0.138019565,46,No
5292989096,5292989093,,0.765060451,547,No
5292989093,5292989072,,1.293373171,574,No
6360766687,6360766685,,0.216663636,44,No
10134049444,7005516220,,3.987505413,1755,No
2440445142,1349066469,,1.130864686,1313,No
2440445152,2440445152,,1.098653858,0,Yes
6360810830,10134027990,,2.891163315,2546,No
6360810830,2005962522,,0.2574,30,No
2478904862,6224528820,,0.161653664,141,No
2478904862,6224528876,,0.116410271,86,No
6224528820,4612381473,,2.484614276,3193,No
6224528876,6224528820,,0.032375676,74,No
6224528876,600136754,,0.010716,13,Yes
3116369242,810006636,,1.16864878,246,No
4612381473,10226537891,,4.838506793,5815,No
6224528883,600136754,,2.717622747,3262,No
10226537891,10226537892,,0.016477957,31,No
5291417711,600136724,,1.001373501,956,No
10134049631,6360766686,,1.94992774,1889,No
10134049631,10134049682,,0.034043191,3853,No
5292989072,7005516220,,0.066386667,30,No
5292989072,2005962450,,3.410441004,1912,No
7005516220,2005962527,,0.036738302,1050,No
7005516220,10134027996,,3.502648649,1961,No
6125015599,10226537894,,0.011872776,29,Yes
10226537894,10226537895,,0.022902993,12483,No
10226537894,10226537893,,1.882963352,3324,No
6224528823,10766496062,,0.017251412,59,No
6224528823,2478904862,,0.124857296,6031,No
6360766674,6360764931,,0.021874632,13911,No
6360766674,6360765993,,0.222999813,13602,No
6360810829,6360810830,,0.033257129,3647,No
6360810829,2440458203,,2.335675468,2121,No
6360764931,10134049682,,1.483049224,1890,No
6360764931,6360766686,,0.032591589,3852,No
10134049682,10134049675,,0.016464286,14,No
6360766686,6360766685,,0.048301024,1302,No
6360766686,6360766687,,0.125966129,62,No
6360765993,6360764931,,0.829561489,309,No
6360765468,6360765464,,0.116982484,157,No
6360765464,6360765468,,0.275513211,3000,No
6360766685,6360810829,,3.26467505,3002,No
6360766685,6360766674,,0.105051724,29,No
10134027990,27028317,,0.067347059,34,No
10134027990,10134027994,,0.101813462,78,No
10134027996,2005962462,,0.166030303,33,No
10134027996,10134028000,,0.070424528,53,No
10038756363,1349066429,,0.425504702,560,No
10038782102,1349066429,,0.036535505,5403,No
10038782102,10038756363,,0.483377353,549,No
10134049439,2090688492,,0.165565657,33,No
10134049439,10134049444,,0.060972464,46,No
10134049632,10134049631,,0.117565686,34,No
10134049632,5291417711,,3.388420839,2748,No
10134049675,6125015599,,3.319881739,4244,No
10134049675,10134049632,,0.028516571,8499,No
10226537890,10226537891,,0.025917393,5784,No
10226537890,6224528883,,4.224024438,5814,No
10226537892,10226537893,,0.021959707,6681,No
10226537892,10226537895,,2.566503249,3314,No
10226537893,10226537890,,0.012772524,31,Yes
10226537895,10226537896,,0.016670115,29,No
10226537896,6125015599,,0.028387918,12383,No
10226537896,10134049632,,3.801924664,4237,No
10766496050,10766496047,,0.085882897,2753,No
10766496050,130072071,,0.055079749,2818,No
10617982026,2587828740,,1.620215269,799,No
1348248676,10794774990,,0.216544413,358,No
10794774990,10794774989,,0.00848878,20,Yes
1348250452,10794774992,,0.016576563,32,No
10794774992,1348248676,,0.272875368,9514,No
10794774992,10794774990,,0.023867545,9872,No
1348251820,1348250452,,1.32595766,6371,No
2587828740,10617982026,,4.088073592,799,No
2622191701,2622191681,,0.26613198,197,No
2622191681,2622191690,,0.080985075,67,No
2622191681,2622191672,,0.053805128,39,No
10794774989,1348250452,,0.039919426,7382,No
10794774989,1348251820,,0.650987537,1011,No
5697206335,5697206332,,0.099749351,77,No
2802967947,2802967948,,0.05431954,29,No
5697206332,5697206335,,0.101558442,77,No
