,from,highway,lanes,length,maxspeed,name,oneway,osmid,to,geometry,capacity
7774,4855904353,secondary,2.0,1313.6159999999998,50,青衣路 Tsing Yi Road,1,"[493710137, 493710142, 493710135]",4855904410,"LINESTRING (114.1105059 22.3408982, 114.1103077 22.3408398, 114.1102112 22.3407703, 114.1101112 22.340651, 114.1099704 22.3403682, 114.1097424 22.3398832, 114.1092627 22.3389148, 114.1091188 22.3386241, 114.1085542 22.3374233, 114.1083932 22.3370016, 114.1083007 22.3366629, 114.1081867 22.3361593, 114.1081411 22.3358169, 114.1081304 22.335224, 114.1082296 22.334368, 114.1082524 22.3341447, 114.108247 22.3339983, 114.1082685 22.3329718, 114.1082531 22.3327256, 114.1082397 22.3325891, 114.1081735 22.332283, 114.108062 22.3320048, 114.1079809 22.3318688, 114.1078373 22.331675, 114.1077393 22.331564, 114.1076159 22.3314421, 114.1073929 22.3312874, 114.1064549 22.3307341, 114.1061501 22.330553)",700
7775,5071893191,primary,2.0,106.878,50,青衣路 Tsing Yi Road,1,111303157,4855904353,"LINESTRING (114.1107715 22.34164, 114.1108425 22.3415543, 114.1108952 22.341444, 114.110912 22.3413244, 114.1108914 22.3412053, 114.1108404 22.3411038, 114.1107623 22.3410184, 114.1106626 22.3409549, 114.110579 22.3409249, 114.1105059 22.3408982)",900
7776,4855904367,secondary_link,1.0,185.412,50,,1,"[493710122, 493710123]",4855904357,"LINESTRING (114.1089073 22.3384495, 114.1089824 22.33871, 114.1089895 22.3387651, 114.1089841 22.3388179, 114.1089673 22.3388681, 114.1089479 22.3389072, 114.1089157 22.3389463, 114.1088849 22.3389804, 114.1088454 22.3390211, 114.1088022 22.3390517, 114.10863 22.3391876, 114.1087753 22.3391574, 114.1089065 22.3391321, 114.1090423 22.3391405, 114.109171 22.3391937, 114.1092781 22.3392785, 114.1093775 22.3393806)",700
7777,4855904367,secondary,2.0,114.27799999999999,50,青衣路 Tsing Yi Road,1,493710140,4855904357,"LINESTRING (114.1089073 22.3384495, 114.1089668 22.3385689, 114.1091602 22.3389636, 114.1093775 22.3393806)",700
7778,4855904410,secondary,2.0,388.99699999999996,50,青衣路 Tsing Yi Road,1,111303146,4855904401,"LINESTRING (114.1061501 22.330553, 114.1052813 22.3300485, 114.1051445 22.3299952, 114.1048695 22.3299493, 114.1046147 22.3299357, 114.1043572 22.3299493, 114.103979 22.3300436, 114.1033635 22.3302942, 114.1028914 22.3305485, 114.102739 22.3306748)",700
7779,4856147010,residential,2.0,153.965,50,牛津道 Oxford Road,1,723131286,4856147008,"LINESTRING (114.1806352 22.328884, 114.1806438 22.3289438, 114.1806865 22.3294002, 114.1807518 22.3302643)",400
7780,4856216464,residential,1.0,18.631,50,柏架山道 Mount Parker Road,1,493744133,4856216465,"LINESTRING (114.2117964 22.284879, 114.2117104 22.2848415, 114.211692 22.2848312, 114.2116737 22.284821, 114.211639 22.2847973)",400
7781,4856299502,secondary,2.0,141.588,50,葵福路 Kwai Fuk Road,1,639101342,4856299500,"LINESTRING (114.1201167 22.362193, 114.1201575 22.3617248, 114.1201763 22.3614643, 114.1201924 22.3612845, 114.1202025 22.3609225)",700
7782,4856402020,secondary,2.0,14.359000000000002,50,窩仔街 Woh Chai Street,1,161049130,4856402019,"LINESTRING (114.1675305 22.3320862, 114.1674804 22.3321041, 114.1674088 22.332148)",700
7783,4856411322,secondary,2.0,7.249,50,石硤尾街 Shek Kip Mei Street,1,296167517,4856402019,"LINESTRING (114.1674539 22.3321981, 114.1674088 22.332148)",700
7784,4856411322,secondary,1.0,14.727,50,窩仔街 Woh Chai Street,1,493765390,4856402020,"LINESTRING (114.1674539 22.3321981, 114.1675305 22.3320862)",700
7785,4856411323,secondary,2.0,9.472,50,窩仔街 Woh Chai Street,1,493768973,4856411322,"LINESTRING (114.1673847 22.3322543, 114.1674539 22.3321981)",700
7786,5101650401,secondary,2.0,108.56299999999999,50,窩仔街 Woh Chai Street,1,493765389,4856411323,"LINESTRING (114.1665867 22.3328933, 114.166692 22.3328119, 114.1673277 22.3323002, 114.1673847 22.3322543)",700
7787,4856426451,motorway_link,1.0,44.119,50,荃灣路 Tsuen Wan Road,1,111821491,7183535477,"LINESTRING (114.1169391 22.3630313, 114.1168906 22.3631324, 114.1168664 22.3631969, 114.1168343 22.3632503, 114.1167833 22.3632986, 114.1167065 22.3633527)",2000
7788,5137806110,secondary,3.0,9.91,50,荃青交匯處 Tsuen Tsing Interchange,1,771547289,4856426451,"LINESTRING (114.1169373 22.3629422, 114.1169375 22.3629877, 114.1169391 22.3630313)",700
7789,4856507244,secondary,2.0,24.775,50,康寧道 Hong Ning Road,1,860396050,5086926706,"LINESTRING (114.2255497 22.3225582, 114.2257742 22.3226389)",700
7790,4856507244,secondary_link,1.0,43.172999999999995,50,,1,"[493773632, 828150740]",5086926707,"LINESTRING (114.2255497 22.3225582, 114.2256166 22.3226637, 114.2256441 22.3227251, 114.2256465 22.3227392, 114.2256575 22.3228051, 114.2257004 22.3229168)",700
7791,4856563615,secondary_link,2.0,29.07,50,,1,493779869,4856563618,"LINESTRING (114.1215183 22.367144, 114.1215067 22.3670131, 114.121497 22.3669671, 114.1214798 22.3668854)",700
7792,4858088728,secondary,2.0,21.023,50,司徒拔道 Stubbs Road,1,493958193,4858088729,"LINESTRING (114.1848057 22.2640776, 114.1849641 22.2639582)",700
7793,4858088729,secondary,1.0,7.56,50,,1,493958197,4858088730,"LINESTRING (114.1849641 22.2639582, 114.1849899 22.263934, 114.1850059 22.2639034)",700
7794,4858088732,secondary,2.0,32.806,50,黃泥涌峽道 Wong Nai Chung Gap Road,1,493958195,4858088733,"LINESTRING (114.1850801 22.2635425, 114.1848791 22.2637715)",700
7795,4858088733,secondary,1.0,17.884,50,,1,493958199,4858088734,"LINESTRING (114.1848791 22.2637715, 114.1848514 22.2637794, 114.1848268 22.2637936, 114.184807 22.2638131, 114.1847932 22.2638367, 114.1847863 22.2638627, 114.1847869 22.2638895)",700
7796,4858088734,secondary,1.0,19.383,50,司徒拔道 Stubbs Road,1,493958196,4858088735,"LINESTRING (114.1847869 22.2638895, 114.1846508 22.26401)",700
7797,8394547231,secondary,2.0,71.618,50,司徒拔道 Stubbs Road,0,493971223,4858149666,"LINESTRING (114.1796597 22.2687499, 114.1797277 22.268725, 114.1798404 22.2687056, 114.1799171 22.2687013, 114.1800484 22.268711, 114.1801739 22.2687465, 114.1802575 22.2687895, 114.1803144 22.2688315)",700
7798,4858447072,secondary,2.0,41.273,50,海輝道 Hoi Fai Road,1,282458859,4858447071,"LINESTRING (114.1582586 22.3219701, 114.158316 22.32194, 114.1583567 22.3219131, 114.158397 22.3218755, 114.1584142 22.3218568, 114.1584405 22.3218141, 114.1584648 22.3217673, 114.1584819 22.3217266, 114.1584944 22.3216866)",700
7799,4858630095,secondary,1.0,11.889,50,曉光街 Hiu Kwong Street,1,494030626,4858630094,"LINESTRING (114.2366458 22.3156094, 114.2365542 22.3155442)",700
7800,4860301263,trunk_link,2.0,176.339,50,窩打老道 Waterloo Road,1,"[249573042, 150771679]",4860320025,"LINESTRING (114.1783376 22.3234652, 114.1783644 22.3233193, 114.178344 22.3230048, 114.1783299 22.3229079, 114.1783089 22.3227635, 114.1781934 22.3222323, 114.178168 22.3220651, 114.1781609 22.3218966)",1200
7801,4860301265,trunk,4.0,23.401,50,窩打老道 Waterloo Road,1,888280106,4860301263,"LINESTRING (114.178354 22.3236751, 114.1783437 22.3235544, 114.1783376 22.3234652)",1200
7802,4860301264,trunk,4.0,91.714,50,窩打老道 Waterloo Road,1,494247573,4860301265,"LINESTRING (114.1784145 22.324498, 114.1783751 22.3239744, 114.178354 22.3236751)",1200
7803,4860320025,trunk_link,1.0,27.83,50,,1,98532455,4860320026,"LINESTRING (114.1781609 22.3218966, 114.178172 22.321727, 114.1781925 22.3216489)",1200
7804,4860320029,secondary,3.0,79.076,50,"['培正道 Pui Ching Road', '佛光街 Fat Kwong Street']",1,"[859695768, 106149978, 859695790]",8013314518,"LINESTRING (114.1793806 22.3171837, 114.1798073 22.3170084, 114.1799561 22.3169365, 114.1799949 22.3169217, 114.1800365 22.3168458)",700
7805,4860608371,trunk_link,2.0,35.16,50,常興街 Sheung Hing Street,1,"[494278045, 494250551]",4860320029,"LINESTRING (114.1791942 22.3174446, 114.1792427 22.3173385, 114.1792973 22.3172671, 114.1793806 22.3171837)",1200
7806,4860691743,residential,2.0,64.339,50,,0,494287189,4860691742,"LINESTRING (114.1657153 22.3241075, 114.1651046 22.3239824)",400
7807,4862273061,secondary_link,5.0,6.947,50,干諾道西 Connaught Road West,1,84721662,7084047888,"LINESTRING (114.1352761 22.2869172, 114.1352812 22.2869795)",700
7808,4862273062,secondary_link,2.0,19.902,50,干諾道西 Connaught Road West,1,494478947,4862273061,"LINESTRING (114.1354321 22.2868165, 114.1353437 22.2868586, 114.1352961 22.28689, 114.1352761 22.2869172)",700
7809,4862273062,secondary,2.0,349.21100000000007,50,德輔道西 Des Voeux Road West,1,494467364,4862273120,"LINESTRING (114.1354321 22.2868165, 114.1349896 22.2869128, 114.1349611 22.2869192, 114.1340998 22.2871099, 114.1333308 22.287302, 114.1331983 22.2873143, 114.1331014 22.2873094, 114.1330365 22.2872986, 114.1329647 22.2872804, 114.1328955 22.2872543, 114.1328103 22.2872124, 114.1327518 22.2871794, 114.1326815 22.2871267, 114.1326086 22.2870425, 114.1325468 22.2869335, 114.1324281 22.2867013)",700
7810,4862273077,secondary,3.0,362.70000000000005,50,德輔道西 Des Voeux Road West,1,"[494478784, 494467367, 494467369, 494467371, 494492239]",4862273062,"LINESTRING (114.1388306 22.2873998, 114.1387757 22.2873851, 114.1385038 22.2873093, 114.1376369 22.2870757, 114.1375641 22.287056, 114.1375374 22.2870482, 114.1374512 22.2870253, 114.1370102 22.2869065, 114.136589 22.2867935, 114.1365334 22.2867805, 114.1361676 22.2866856, 114.1361167 22.2866791, 114.136064 22.2866825, 114.1359827 22.2867003, 114.1356709 22.2867644, 114.1356511 22.2867685, 114.1356138 22.2867765, 114.1354321 22.2868165)",700
7811,4862273078,secondary,4.0,65.376,50,德輔道西 Des Voeux Road West,1,494467374,4862273077,"LINESTRING (114.1394406 22.2875644, 114.1388306 22.2873998)",700
7812,4862273080,secondary,1.0,149.04500000000002,50,德輔道西 Des Voeux Road West,1,526335232,4862273078,"LINESTRING (114.1408321 22.2879362, 114.1407867 22.2879288, 114.1406921 22.2879031, 114.1406292 22.2878859, 114.1402551 22.2877841, 114.1394406 22.2875644)",700
7813,4862273081,secondary,2.0,8.227,50,西邊街 Western Street,1,89141571,4862273080,"LINESTRING (114.1408377 22.28801, 114.140836 22.2879879, 114.1408343 22.2879652, 114.1408321 22.2879362)",700
7814,4862273087,secondary,3.0,46.992000000000004,50,德輔道西 Des Voeux Road West,1,526335230,4862273080,"LINESTRING (114.1412881 22.2879125, 114.1409038 22.2879336, 114.1408321 22.2879362)",700
7815,7134795127,residential,2.0,62.308,50,忠正街 Chung Ching Street,0,"[763524425, 526335231]",4862273087,"LINESTRING (114.1412677 22.2873525, 114.1412758 22.2876646, 114.1412881 22.2879125)",400
7816,4862273092,secondary,1.0,182.364,50,德輔道西 Des Voeux Road West,1,"[526335224, 526335228]",4862273087,"LINESTRING (114.143059 22.2878455, 114.1427022 22.2878588, 114.14243 22.287868, 114.1423575 22.2878687, 114.1422468 22.2878753, 114.1419121 22.2878875, 114.1414938 22.2879058, 114.1412881 22.2879125)",700
7817,4862273098,secondary,1.0,240.01,50,德輔道西 Des Voeux Road West,1,"[494467377, 771250410]",4862273092,"LINESTRING (114.1453898 22.2877731, 114.1448784 22.2878019, 114.1444117 22.2878122, 114.1442877 22.2878151, 114.1441269 22.2878115, 114.1439038 22.2878193, 114.1437961 22.2878186, 114.1437113 22.2878226, 114.1434094 22.2878365, 114.143059 22.2878455)",700
7818,4862273099,secondary,1.0,50.242,50,德輔道西 Des Voeux Road West,1,815740563,4862273098,"LINESTRING (114.1458763 22.2877341, 114.1453898 22.2877731)",700
7819,4862273120,secondary,3.0,101.91,50,"堅彌地城海旁 Praya, Kennedy Town",1,494478785,4862280121,"LINESTRING (114.1324281 22.2867013, 114.1323525 22.2865509, 114.1319917 22.2858786)",700
7820,4862280121,secondary,3.0,195.474,50,"堅彌地城海旁 Praya, Kennedy Town",1,494478785,4862280129,"LINESTRING (114.1319917 22.2858786, 114.1317763 22.2855279, 114.1316995 22.2854348, 114.1315791 22.2853143, 114.1315004 22.2852356, 114.1314452 22.2851841, 114.1313648 22.2851091, 114.1309928 22.2847908, 114.1307722 22.2846222, 114.1307269 22.2845876)",700
7821,4862280129,secondary,3.0,145.524,50,"堅彌地城海旁 Praya, Kennedy Town",1,494478785,4862280130,"LINESTRING (114.1307269 22.2845876, 114.1306158 22.2844985, 114.1304196 22.2843412, 114.1297407 22.2837777, 114.1296694 22.2837186)",700
7822,4862322386,primary,3.0,23.222,50,佐敦道 Jordan Road,1,808444694,7559784469,"LINESTRING (114.165286 22.3063687, 114.1655044 22.3063159)",900
7823,5436750014,secondary,4.0,30.539,50,海泓道 Hoi Wang Road,1,808444725,4862322386,"LINESTRING (114.165181 22.306625, 114.165227 22.3064881, 114.165286 22.3063687)",700
7824,5701086245,primary,4.0,21.113,50,佐敦道 Jordan Road,1,637230613,4862322386,"LINESTRING (114.1650851 22.3064075, 114.165286 22.3063687)",900
7825,4862478900,secondary_link,1.0,37.797000000000004,50,,1,494489380,4862478896,"LINESTRING (114.1167074 22.3675141, 114.1168411 22.3674867, 114.116922 22.3674386, 114.1169766 22.3674279, 114.1170551 22.3674321)",700
7826,4864366933,primary_link,1.0,57.559000000000005,50,,1,494705332,4864366935,"LINESTRING (114.2387935 22.3185621, 114.238861 22.3185928, 114.2389239 22.3186338, 114.238977 22.3186854, 114.2390182 22.3187456, 114.239047 22.3188092, 114.2390599 22.3188924, 114.2390541 22.3189736)",900
7827,5074299664,secondary,3.0,13.364,50,廟崗街 Miu Kong Street,0,520658069,4864373385,"LINESTRING (114.1219365 22.3722105, 114.1218456 22.3722964)",700
7828,4864486752,residential,1.0,16.626,50,禾葵里 Wo Kwai Lane,1,494716535,4864486753,"LINESTRING (114.1333621 22.3668706, 114.1332397 22.3669683)",400
7829,4864718208,secondary,3.0,13.435,50,新山道 San Shan Road,1,494731450,4864718209,"LINESTRING (114.1924396 22.3193447, 114.192554 22.3192864)",700
7830,4864808904,secondary,2.0,62.789,50,興華街 Hing Wah Street,1,636444412,4864808906,"LINESTRING (114.1544091 22.3384266, 114.1547878 22.3388695)",700
7831,4864808905,secondary,2.0,126.93299999999999,50,興華街 Hing Wah Street,1,636444412,4864808904,"LINESTRING (114.1536436 22.3375312, 114.1537355 22.3376387, 114.1538143 22.3377308, 114.1540236 22.3379757, 114.1544091 22.3384266)",700
7832,5101419365,secondary,2.0,14.521,50,興華街 Hing Wah Street,1,494740410,4864808905,"LINESTRING (114.1535553 22.3374293, 114.1536436 22.3375312)",700
7833,4864808906,secondary,2.0,66.816,50,興華街 Hing Wah Street,1,648622767,4864808907,"LINESTRING (114.1547878 22.3388695, 114.1552015 22.3393328)",700
7834,4864808907,secondary,2.0,63.983,50,興華街 Hing Wah Street,1,648622763,4864808908,"LINESTRING (114.1552015 22.3393328, 114.1555989 22.3397755)",700
7835,4864808908,secondary,2.0,58.049,50,興華街 Hing Wah Street,1,648622763,4864808909,"LINESTRING (114.1555989 22.3397755, 114.1559608 22.3401761)",700
7836,4864852566,motorway_link,2.0,44.641999999999996,50,,1,494743324,4892316582,"LINESTRING (114.1082834 22.3710288, 114.1084349 22.3708875, 114.1085207 22.3708267, 114.1085649 22.3708074, 114.108621 22.370783)",2000
7837,4864862207,secondary,4.0,73.814,50,大涌道 Tai Chung Road,1,435978987,7930457684,"LINESTRING (114.1105727 22.3727842, 114.1102731 22.3723135, 114.1102054 22.3722139)",700
7838,4869996046,secondary_link,3.0,31.845000000000002,50,,1,495224327,4869996051,"LINESTRING (114.1584164 22.282812, 114.1584848 22.2828567, 114.1585314 22.2828805, 114.1585643 22.2828911, 114.1585947 22.2828972, 114.1586381 22.2828988, 114.1587001 22.2828877)",700
7839,6233488023,secondary,6.0,8.764,50,畢打街 Pedder Street,1,251370483,4869996046,"LINESTRING (114.1583719 22.2827448, 114.1584164 22.282812)",700
7840,4870102383,primary_link,1.0,48.787,50,Eastern Street North,1,495233255,4870102386,"LINESTRING (114.143816 22.289459, 114.1438753 22.2893757, 114.143898 22.2892846, 114.1439142 22.2892549, 114.1439491 22.2891911, 114.1439959 22.289155, 114.144064 22.2890989)",900
7841,7196953017,residential,1.0,35.275,50,東邊街北 Eastern Street North,1,"[771004853, 771004854]",4870102383,"LINESTRING (114.143773 22.2891448, 114.1437813 22.2892641, 114.143789 22.2893301, 114.1437984 22.2893768, 114.143816 22.289459)",400
7842,4907135612,residential,2.0,16.953,50,,1,499438029,4907135615,"LINESTRING (114.1729303 22.3158456, 114.1728862 22.3158746, 114.1728676 22.3158993, 114.1728598 22.3159329, 114.1728579 22.3159708)",400
7843,4928401453,primary,4.0,36.333999999999996,50,佐敦道 Jordan Road,1,502342003,5137163564,"LINESTRING (114.164397 22.3064147, 114.1641745 22.3064681, 114.164056 22.3064997)",900
7844,4928401453,primary_link,1.0,53.417,50,,1,"[859737026, 807722990]",7553343509,"LINESTRING (114.164397 22.3064147, 114.1643229 22.3063816, 114.1642552 22.3063532, 114.1641925 22.3063233, 114.164159 22.3063031, 114.1641309 22.3062822, 114.1640998 22.3062415, 114.1640738 22.3061995, 114.164039 22.3061031)",900
7845,7559784465,primary,4.0,69.223,50,佐敦道 Jordan Road,1,105307493,4928401453,"LINESTRING (114.1650535 22.3062782, 114.1644817 22.3063987, 114.164397 22.3064147)",900
7846,4928401462,primary_link,2.0,45.414,50,連翔道 Lin Cheung Road,1,590545067,4928401464,"LINESTRING (114.1640451 22.3070465, 114.164052 22.3068165, 114.1640553 22.3066382)",900
7847,4928401467,primary_link,1.0,160.316,50,連翔道 Lin Cheung Road,1,502342017,4928401462,"LINESTRING (114.1639177 22.3084767, 114.1639607 22.3077037, 114.1639755 22.3072421, 114.1640451 22.3070465)",900
7848,4928401464,primary_link,2.0,15.401,50,連翔道 Lin Cheung Road,1,502342009,5137163564,"LINESTRING (114.1640553 22.3066382, 114.164056 22.3064997)",900
7849,4928401464,primary,5.0,109.002,50,佐敦道 Jordan Road,1,502342014,5701086245,"LINESTRING (114.1640553 22.3066382, 114.1649438 22.3064374, 114.1650851 22.3064075)",900
7850,4928401467,primary,2.0,560.934,50,連翔道地下行車道 Lin Cheung Road underpass,1,"[859737024, 784464011, 784464012, 784464014, 784464015, 528677148, 528677150]",5137163569,"LINESTRING (114.1639177 22.3084767, 114.1640016 22.3081091, 114.1640105 22.3080314, 114.1640186 22.3079326, 114.1640303 22.3072952, 114.1640269 22.3071441, 114.1640155 22.3069301, 114.163959 22.3065118, 114.1639304 22.3063151, 114.1639272 22.3059015, 114.1639284 22.3056244, 114.1639438 22.3049525, 114.1639353 22.3040501, 114.1639373 22.3037793, 114.1639483 22.3034467)",900
7851,4988113111,residential,1.0,9.013,50,機利士北路 Gillies Avenue North,1,710596161,6564242088,"LINESTRING (114.1873562 22.3122197, 114.1873195 22.3121461)",400
7852,5015619994,secondary_link,2.0,78.68499999999999,50,龍合街 Lung Hop Street,1,495219834,5464212866,"LINESTRING (114.1682898 22.2816696, 114.1682962 22.281775, 114.168292 22.281857, 114.16828 22.28193, 114.168268 22.281977, 114.168242 22.28202, 114.168182 22.28208, 114.16814 22.28211, 114.16809 22.282138, 114.168019 22.282163, 114.16792 22.282181)",700
7853,5015619994,secondary,2.0,57.227999999999994,50,龍合街 Lung Hop Street,1,558985099,5411694303,"LINESTRING (114.1682898 22.2816696, 114.1683873 22.2820428, 114.1684245 22.2821689)",700
7854,6108820071,residential,2.0,191.179,50,大隴街 Tai Loong Street,1,394639138,5016628321,"LINESTRING (114.1384107 22.3655364, 114.1377039 22.3650934, 114.1376107 22.3650318, 114.1374865 22.3649426, 114.1373581 22.3648689, 114.1372528 22.3648272, 114.1371373 22.3647935, 114.1369956 22.3647865, 114.1368565 22.3647892, 114.1367912 22.3647958)",400
7855,5025153824,secondary_link,1.0,44.150999999999996,50,,1,678020429,6348454118,"LINESTRING (114.2157883 22.3338017, 114.2158869 22.3340116, 114.2158693 22.3340829, 114.2158246 22.3341685)",700
7856,5390102149,trunk,4.0,80.101,50,漆咸道北 Chatham Road North,1,"[262895307, 723795990]",5026755148,"LINESTRING (114.1822888 22.3082479, 114.1824895 22.3083527, 114.1826892 22.308468, 114.1829574 22.3086169)",1200
7857,5027640250,secondary,2.0,23.735,50,協調道 Concorde Road,1,884272398,5027640259,"LINESTRING (114.2003614 22.3332969, 114.2003689 22.3333391, 114.2003905 22.3333767, 114.2004242 22.333406, 114.2004661 22.3334238, 114.200512 22.3334282)",700
7858,5029835807,secondary,2.0,53.241,50,牛頭角道 Ngau Tau Kok Road,1,232027718,5382802774,"LINESTRING (114.2162934 22.3232133, 114.216192 22.3233507, 114.2161781 22.3233838, 114.2161497 22.3234648, 114.2161171 22.3235264, 114.2161008 22.3235572, 114.2160524 22.323634)",700
7859,5382805826,secondary,2.0,100.766,50,牛頭角道 Ngau Tau Kok Road,1,39590546,5029835807,"LINESTRING (114.2158745 22.3240137, 114.2161227 22.3236814, 114.2161955 22.323568, 114.2162388 22.3234728, 114.2162815 22.3233688, 114.2162934 22.3232133)",700
7860,5035159632,secondary,2.0,15.643,50,欣翔道 Yan Cheung Road,1,599869848,5647922704,"LINESTRING (114.165067 22.3091814, 114.1652165 22.3091557)",700
7861,5035159632,secondary,3.0,46.797,50,海泓道 Hoi Wang Road,1,"[801932476, 808444710]",7500841623,"LINESTRING (114.165067 22.3091814, 114.1650756 22.3092544, 114.1651142 22.309467, 114.1651154 22.3094794, 114.1651139 22.309493, 114.1650548 22.3095835)",700
7862,5705662284,secondary,3.0,13.183,50,海泓道 Hoi Wang Road,1,255231565,5035159632,"LINESTRING (114.1650484 22.3090641, 114.165067 22.3091814)",700
7863,5035159635,trunk_link,2.0,35.917,50,渡船街 Ferry Street,1,101476149,7112890483,"LINESTRING (114.16724 22.3091116, 114.1672127 22.30914, 114.1671119 22.3092446, 114.16704 22.3093733)",1200
7864,7112890482,trunk_link,2.0,12.707,50,渡船街 Ferry Street,1,101476149,5035159635,"LINESTRING (114.1673367 22.3090405, 114.16724 22.3091116)",1200
7865,5035465459,secondary,2.0,2.337,50,,1,515662168,5035465442,"LINESTRING (114.1861304 22.2535496, 114.1861294 22.2535706)",700
7866,5035465469,secondary,2.0,16.636000000000003,50,,1,515662168,5035465459,"LINESTRING (114.1862486 22.2534694, 114.1862083 22.2534711, 114.1861716 22.2534869, 114.1861443 22.2535145, 114.1861304 22.2535496)",700
7867,5035465466,secondary,2.0,12.484000000000002,50,,1,574636193,5035465469,"LINESTRING (114.1863337 22.2535412, 114.1863165 22.2535073, 114.1862866 22.2534821, 114.1862486 22.2534694)",700
7868,5035465468,secondary,2.0,20.863,50,,1,574636190,5035465466,"LINESTRING (114.1862173 22.2536593, 114.1862578 22.2536576, 114.1862945 22.2536417, 114.1863219 22.253614, 114.1863356 22.2535787, 114.1863337 22.2535412)",700
7869,7089230379,primary_link,1.0,27.633,50,貨櫃碼頭南路 Container Port Road South,1,758998839,5037580146,"LINESTRING (114.1245801 22.3513423, 114.1245598 22.3515901)",900
7870,5037697976,residential,3.0,399.183,50,悠麗路 Yau Lai Road,0,"[885480106, 157935802]",5037697962,"LINESTRING (114.0907418 22.368297, 114.0907828 22.3683494, 114.0912111 22.3688244, 114.0912768 22.3688932, 114.0913345 22.3689342, 114.0914512 22.3690036, 114.0916456 22.3690619, 114.0923095 22.3691723, 114.0924315 22.3691822, 114.0925737 22.3691797, 114.0926729 22.3691289, 114.0927185 22.3690793, 114.0927427 22.3690197, 114.0927561 22.3688932, 114.0927467 22.3688461, 114.0927185 22.3688102, 114.0926649 22.3687593, 114.0925817 22.3686998, 114.0922894 22.3686031, 114.091926 22.3684952, 114.091879 22.3684678, 114.0918388 22.3684356, 114.091822 22.368404, 114.0918113 22.3683717, 114.0918086 22.3683308, 114.0918113 22.3682849, 114.0918193 22.3682415)",400
7871,8233972402,residential,3.0,31.718,50,悠麗路 Yau Lai Road,1,729332894,5037697962,"LINESTRING (114.0919293 22.3679787, 114.091869 22.3681009, 114.091834 22.3681639, 114.0918175 22.3682102, 114.0918193 22.3682415)",400
7872,5037697976,residential,2.0,53.581,50,悠麗路 Yau Lai Road,1,173395462,5037697976,"LINESTRING (114.0907418 22.368297, 114.0907584 22.3682818, 114.0907698 22.368263, 114.0907751 22.3682419, 114.0907738 22.3682203, 114.0907661 22.3681999, 114.0907526 22.3681823, 114.0907319 22.3681676, 114.0907073 22.3681595, 114.0906812 22.3681589, 114.0906562 22.3681658, 114.0906347 22.3681795, 114.0906189 22.3681987, 114.0906103 22.3682215, 114.0906097 22.3682456, 114.0906172 22.3682687, 114.0906309 22.3682873, 114.0906498 22.3683015, 114.0906723 22.36831, 114.0906965 22.3683121, 114.0907204 22.3683077, 114.0907418 22.368297)",400
7873,5037747044,secondary,1.0,101.955,50,青敬路 Tsing King Road,1,"[493133393, 832285564, 832285557, 157812073]",7770420702,"LINESTRING (114.10305 22.3600904, 114.1031472 22.3601462, 114.1032193 22.3602054, 114.1032757 22.3602662, 114.1033517 22.360398, 114.1034171 22.3605304, 114.1034539 22.3605931, 114.1034847 22.3606413, 114.1036197 22.3608219)",700
7874,5039281558,secondary,2.0,100.427,50,四美街 Sze Mei Street,0,516172409,5039281554,"LINESTRING (114.2014875 22.3352113, 114.2014921 22.3353007, 114.2014922 22.3354098, 114.2014559 22.3355375, 114.2013969 22.3356381, 114.2012555 22.3357907, 114.2011572 22.3358913, 114.2010664 22.3359791)",700
7875,6739081327,secondary,3.0,584.914,50,"['黃大仙道 Wong Tai Sin Road', '馬仔坑道 Ma Chai Hang Road']",0,"[249563024, 832922286, 158466582]",5041566293,"LINESTRING (114.1950767 22.3436861, 114.194916 22.3436903, 114.1946793 22.3436767, 114.1941918 22.3436066, 114.1939364 22.3435706, 114.1937023 22.3435489, 114.1932061 22.3435489, 114.1930443 22.3435483, 114.1925624 22.3435464, 114.1919991 22.3435024, 114.1915409 22.3433743, 114.1908324 22.3431166, 114.190622 22.3430618, 114.1905112 22.343085, 114.1903047 22.3431737, 114.1901135 22.3432847, 114.1898843 22.3433441, 114.1896702 22.343376, 114.1895537 22.3433812)",700
7876,7710411223,primary,3.0,158.48399999999998,50,大埔公路－沙田嶺段 Tai Po Road – Sha Tin Heights,0,116287538,5041898458,"LINESTRING (114.1737759 22.3706314, 114.1736761 22.3705745, 114.1735552 22.370521, 114.1734131 22.3704681, 114.1733103 22.3704339, 114.1730742 22.3703594, 114.1728503 22.3702882, 114.1727319 22.3702396, 114.1725902 22.3701599, 114.1725009 22.3700901, 114.1724077 22.3700076)",900
7877,6172604084,residential,2.0,119.969,50,隔田村南軒路 Kak Tin Village Nam Hin Road,0,37553719,5041940788,"LINESTRING (114.1846626 22.3660407, 114.18463 22.366086, 114.1846293 22.3660871, 114.1845831 22.3661607, 114.1845753 22.3662499, 114.1845753 22.3663367, 114.1845563 22.3664223, 114.1845545 22.3664306, 114.1845284 22.3665126, 114.1844867 22.3665945, 114.1843981 22.3666885, 114.1843752 22.3667221, 114.1843207 22.3668024, 114.1842503 22.3669404, 114.1842125 22.3670103)",400
7878,5052326584,residential,3.0,68.273,50,廣善街 Kwong Sin Street,1,549780993,5310663949,"LINESTRING (114.214328 22.383901, 114.2143162 22.3838175, 114.2142964 22.3837191, 114.2142395 22.3834456, 114.2142351 22.3834166, 114.214208 22.3832973)",400
