From,To,Demand,TT,Distance,Estimated?
1407825249,249970499,,0.7636315500685871,243,No
249970499,249970500,,0.25072,65,No
249970499,308913688,,0.8654015325670499,261,No
249970500,249970491,,1.6373620292887034,478,No
308913688,5087375988,,0.015459090909090907,11,No
308913688,308912775,,0.5479947630922694,401,No
253020938,473886133,,1.1851129921259849,1524,No
473886133,474081808,,1.6547313904494385,2136,No
473886133,473886169,,0.14798496503496503,143,No
257006538,2606171135,,0.03733125,16,No
257006538,1180215222,,0.08379700854700853,39,No
2606171135,2571328740,,1.1550810096153845,208,No
2606171135,5098932915,,0.04417777777777778,18,No
1180215222,2606167483,,0.229084963768116,92,No
257006540,1180215220,,0.3752665204678362,114,No
1180215220,1180215222,,0.4120535714285714,56,No
1180215220,257006538,,0.3009538461538461,26,No
257503927,5087080156,,0.036101274165202105,4552,No
257503927,4576848790,,1.066079510703364,218,No
5087080156,982729992,,0.38521626666666664,125,No
4576848790,4779131282,,0.06849111111111111,30,No
289560034,2995468924,,0.2899703196347032,730,No
289560034,281676216,,0.9743783985102422,179,No
2498627622,4955639781,,0.23010974910394266,465,No
261738996,311742913,,0.501517766497462,591,No
311742913,311742916,,0.013770833333333331,12,No
261738997,261738996,,0.3515800480769231,416,No
261738997,316732551,,0.3668393859649123,380,No
316732551,316732700,,0.11717788596156294,5238,No
316732551,281676891,,0.10003298969072166,97,No
262120312,474384999,,0.13340476190476194,84,No
474384999,1255794254,,0.2587557803468208,173,No
474384999,1688106930,,0.5619233879781421,305,No
262120933,1695401114,,0.14742656249999997,32,No
262120933,7609811200,,0.22924527027027025,148,No
1695401114,3936118511,,0.1148985632183908,58,No
7609811200,1695401114,,0.496696,125,No
262120934,3936118494,,0.021759841811120582,3519,No
262120934,3936118510,,0.050147222222222225,18,No
3936118494,5101598497,,0.009590999999999999,0,Yes
3936118494,3936118492,,0.06428823529411765,34,No
3936118510,4864312137,,1.0580832699619773,789,No
262120943,3936118509,,1.1691673647469458,955,No
3936118509,3936118510,,0.08634895164741122,1558,No
3936118509,262120934,,0.06973769480519479,1540,No
262120944,7632619276,,0.066559375,64,No
7632619276,1695401105,,0.03363452380952381,28,No
262120949,9021077519,,0.026375887474882783,2986,No
262120949,1424865936,,0.03454375,32,No
9021077519,1424865936,,0.2831240740740741,72,No
1424865936,1695401332,,0.3172514444444445,300,No
262122582,7609611542,,0.4260443159922929,173,No
1393307675,567541012,,0.08607441860465116,1978,No
1393307675,567538623,,0.23540000000000003,49,No
993701314,5343463841,,0.1312543859649123,76,No
2985674600,1268472667,,0.8550753623188406,69,No
5218245324,5253280607,,0.06144057084607543,654,No
262122763,2160504743,,0.1730390625,32,No
2160504743,7645712815,,0.03356666666666666,21,No
2160504748,2160504743,,0.16991764705882356,17,No
262123052,4862251978,,0.030123076923076923,13,No
262123052,1691725688,,0.0942638888888889,24,No
4862251978,262123054,,0.0899304347826087,46,No
4862251978,1691725688,,0.06384651162790697,258,No
1691725688,1691725671,,0.5352891304347825,92,No
262123054,993701400,,0.6515324022346368,179,No
262123054,491586689,,0.10573055555555558,36,No
993701400,2296597394,,0.24405535714285712,140,No
491586689,262123055,,0.0316030303030303,11,No
262123055,491586678,,0.14973571428571428,42,No
262123055,491586679,,0.09014000000000001,45,No
491586678,491586679,,0.20118545454545456,55,No
491586679,491586709,,0.04516538461538462,26,No
271052935,990023337,,0.0397875,16,No
271052935,1613174419,,1.6375769414575863,279,No
990023337,2498992844,,0.34022891566265057,83,No
1613174419,597772819,,0.7603649929124414,3057,No
271052939,597656542,,0.32655362318840575,115,No
271052939,295886864,,0.10062615384615387,65,No
271052941,2719227999,,0.04481538461538462,26,No
271052941,2556822835,,0.11010902777777776,24,No
2719227999,293572467,,0.01755,8,No
2556822835,2719227999,,0.1613279569892473,31,No
274240805,2414714348,,0.16800555555555555,66,No
2414714348,566138430,,0.9061082524271844,103,No
2414714348,4864447748,,0.07099444444444444,24,No
7808553582,7808553576,,0.016749999999999998,4,No
274241784,7808553579,,0.1017923076923077,26,No
7808553579,7808553574,,0.033414285714285716,7,No
1618530684,366080839,,0.18371739130434778,46,No
274242011,1013426205,,0.5608658932714617,431,No
1013426205,7235119854,,0.26710673234811166,203,No
1177097529,5133398154,,0.024403333333333332,10,No
490730220,7808553572,,0.11942326813365933,1636,No
274243013,274243016,,0.41676591559370535,466,No
274243016,4773779436,,0.6004110638297872,235,No
274243016,1178971321,,0.3204229281767956,362,No
4773779436,1161863948,,0.9290643564356436,101,No
4773779436,8664575339,,0.12567237265276482,3213,No
1178971321,1178971367,,0.43818074999999995,200,No
1178971321,4501979659,,0.7657693181818183,880,No
274243086,1168414444,,1.6084869646182496,1074,No
274243086,9803283486,,0.6177521258503402,196,No
1168414444,4493621922,,2.7086654496281275,986,No
9803283486,1171655913,,0.07606343612334802,3405,No
9803283486,1624950142,,0.803388489208633,139,No
274244466,5436649997,,0.7406326519023283,587,No
5436649997,473886266,,0.942299051787017,457,No
5436649997,473886800,,0.40741681476418323,1463,No
274244473,274244466,,0.49901242829827924,523,No
274244483,1283996076,,0.43421234198270126,3006,No
274244483,993701365,,0.35045363128491613,179,No
1283996076,1283995810,,0.36760912547528524,263,No
1283996076,474660292,,0.6500355623100305,658,No
993701365,993701169,,0.1597877380952381,980,No
993701365,993701523,,0.050262,25,No
993701365,3688277387,,0.1756333333333333,40,No
274477917,8739577275,,1.709763402061856,97,No
274477917,296293855,,1.3598967375886526,235,No
296293855,274478283,,0.5763364285714285,140,No
274478283,296294172,,0.6782462962962964,153,No
274478283,990023273,,1.2383130325814538,133,No
296294172,295884756,,0.9504537946428574,224,No
990023273,990023293,,0.44882307692307694,143,No
274479595,290070337,,0.2828932806324111,253,No
290070337,290070339,,0.3272740740740741,18,No
274479667,1002550790,,0.8056214765100672,149,No
274479667,281676216,,0.18835087719298246,361,No
1002550790,289560034,,0.47865555555555556,33,No
1002550790,1002550794,,0.7012953271028037,107,No
281676216,2987721680,,0.26916226415094335,53,No
281676216,2556775251,,1.4266154002026343,329,No
275810915,275810920,,0.26408442728442727,259,No
275810920,998477558,,0.4153079710144928,414,No
998477558,998478850,,0.19985030410045124,1699,No
998477558,998478086,,0.15957950572634116,1659,No
275867219,308911176,,0.2688041237113402,194,No
308911176,5072249163,,0.01448333333333333,12,No
275922253,1166348454,,0.6825054945054944,91,No
1166348454,1152803583,,1.6860990937746263,423,No
1166348454,1166348480,,0.0331125,8,No
275924531,419495009,,0.4648150118203309,282,No
419495009,2961396794,,2.007327237354086,514,No
6374552943,275935771,,0.027783333333333333,8,No
6374552943,6374552939,,0.25704482456140354,1330,No
275935771,5275215754,,0.06127956989247311,31,No
5275215754,6374552943,,0.453465,30,No
275945418,308473419,,1.4799155945419105,171,No
308473419,1636685663,,0.44517362637362645,91,No
275945538,10211498591,,1.0330387654320987,135,No
275945538,1636543637,,1.014644035087719,95,No
10211498591,1636543631,,0.12731666666666666,5,No
10211498591,10565387058,,0.23628988095238096,28,No
1636543637,5102113130,,0.8532648401826486,657,No
275945763,332251255,,1.2904026086956522,230,No
275945763,1161864166,,1.2670081018518518,216,No
332251255,332251375,,0.5665117505995203,139,No
1161864166,6610136594,,1.0772990629183399,249,No
1161864166,1161864092,,0.5510146464646465,66,No
275949265,1651827916,,0.7220173453996983,221,No
988059733,1220979049,,0.99851,300,No
1651827916,11081087758,,0.022611904761904764,7,No
1651827916,1651827924,,0.15342931034482757,58,No
276169638,5120436693,,0.3471777008310249,361,No
5120436693,441535160,,0.06789855072463769,46,No
276169958,484136468,,0.33279249448123627,151,No
484136468,1141792825,,0.678923956043956,455,No
484136468,245088874,,0.6020181818181819,165,No
276170567,1694240504,,0.3415519713261648,93,No
3249544588,540524389,,0.10027777777777777,18,No
276361549,1268472646,,0.11852222222222222,24,No
1268472646,4536998066,,0.06237666666666667,20,No
5455498424,1268472507,,0.1721236111111111,36,No
276363691,6332365868,,0.09804952132288947,1149,No
276363691,276363694,,0.1917939393939394,121,No
6332365868,6332365867,,0.05063666666666668,30,No
276363694,3013850657,,0.7317825136612022,488,No
3013850657,6332365862,,1.6848762091503262,1020,No
276365024,5086666904,,0.45994535519125684,61,No
276366859,998475135,,0.256952380952381,63,No
276366859,1652874946,,0.2422798245614035,38,No
998475135,1652874931,,0.7122805555555555,96,No
1652874946,1652874941,,0.014553030303030302,11,No
1652874946,998475135,,0.3015751773049645,47,No
276372740,1624950124,,0.1714815789473684,19,No
276372740,4857983778,,0.22533000000000003,280,No
1624950124,4857983778,,0.049365625,16,No
1624950124,1185400622,,2.361907326007326,364,No
4857983778,1624950126,,0.28927168949771687,73,No
276372857,1151084911,,0.04468333333333334,12,No
276372857,6637957634,,0.860350709219858,141,No
1151084911,1151084837,,0.36328088642659284,361,No
1151084911,1151084890,,1.1202825396825395,168,No
6637957634,1168380653,,0.09992727272727273,11,No
6637957634,332246270,,0.40738244047619043,56,No
276377951,275945538,,0.6763291666666666,88,No
278943882,278943901,,0.11326626016260165,41,No
2606167483,2606171135,,0.8688967661691541,134,No
278943901,300318357,,0.9014462427745665,173,No
300318357,317146642,,1.5093239376770538,353,No
3005306231,981461289,,0.5492931818181819,44,No
1001584167,1001584142,,0.23997039473684212,76,No
278944406,2941443017,,0.35121600167996636,4762,No
278944406,2941442681,,0.27781200000000006,0,Yes
2941443017,1004684462,,0.2694513195777351,2084,No
2941442681,8579257700,,0.22561046429827647,5686,No
278945618,278943882,,0.12742716049382719,27,No
278945618,278943901,,0.08974603174603174,924,No
278948068,1168316016,,0.022595238095238095,7,No
278948068,6550920169,,0.23064289855072465,115,No
1168316016,334648625,,0.029304761904761903,14,No
1168316016,332243088,,0.19948791666666663,40,No
6550920169,6052475833,,0.862231914893617,94,No
278949226,1640472713,,0.016184999999999998,10,No
1640472713,660415615,,0.09830384615384616,52,No
1640472713,1185400522,,0.4489733524355301,1047,No
278950461,5137162815,,0.7035715938303342,1167,No
278950461,5009737115,,0.06467368421052631,38,No
5137162815,5137162811,,0.6714836229594523,1266,No
5009737115,278950461,,0.258116,125,No
278951217,1649066298,,0.2142263440860215,62,No
278951217,1640472718,,0.21947832369942197,173,No
1649066298,5131739783,,0.043800411522633746,891,No
1640472718,339050813,,0.13339849624060152,133,No
1640472718,339051995,,0.4341245098039216,442,No
278951219,3334802082,,0.13257733175914993,847,No
278951219,1640472705,,0.13472260627731425,839,No
3334802082,506470908,,0.08102027141645463,786,No
3334802082,1640472705,,0.05383786602486964,831,No
1640472705,278951444,,0.7064142895952187,1227,No
278951444,1329857318,,0.7866998015873017,252,No
1329857318,1329857374,,0.02378958333333333,8,No
278951704,5009737119,,0.11358333333333329,27,No
5009737119,5333519678,,0.8886776583034648,279,No
5009737119,1329857318,,0.07364514435695538,254,No
279078013,1013426197,,0.34070365296803656,73,No
1013426197,2496630063,,0.15016923076923075,117,No
279121867,279121636,,0.26554285714285714,84,No
279084608,279085212,,0.08462424242424244,55,No
279084608,166091692,,0.22261972451790632,605,No
279085212,527732391,,0.3515301016419078,1279,No
366155319,10177771330,,0.4609629629629629,72,No
366155319,279121867,,1.1955387096774193,155,No
527732391,279084958,,0.11755757575757576,44,No
527732391,1029692771,,0.061098550724637685,46,No
279085262,279085212,,0.5049677419354839,62,No
279085264,990120461,,0.16952222222222224,45,No
279085264,239990432,,0.18103942652329752,651,No
279085325,239990433,,0.14493076923076922,39,No
279085341,279084608,,0.12811901114206126,718,No
279085341,279085323,,0.1463536231884058,23,No
279121636,279084958,,0.535587234042553,564,No
279121636,279121638,,0.1335698717948718,26,No
279121638,239990812,,0.26010852713178295,86,No
281676190,2496629828,,0.16613936781609195,116,No
2496629828,2496629807,,0.08013841807909604,59,No
2987721680,2995468924,,0.9487379373848986,181,No
2556775251,1002550731,,0.05128846153846154,13,No
2556775251,1898508072,,2.062638026224983,483,No
281676469,597772737,,0.6475372222222224,720,No
597772737,8440850719,,0.2828929936305732,314,No
281676891,316735762,,0.7362711794871796,325,No
316735762,316735751,,0.3216382113821138,82,No
316735762,870232231,,0.22182808219178085,73,No
288361285,293111739,,0.46491200000000005,50,No
293111739,293111738,,0.26397499999999996,96,No
288361296,1002550732,,1.0039729055258468,187,No
288361295,3066150336,,0.059392857142857136,7,No
288361295,288361296,,0.7804666666666666,118,No
3066150336,257508650,,0.6134245283018869,53,No
3066150336,9736395050,,1.6377122222222225,210,No
293111738,988059878,,0.04890833333333334,30,No
293111738,988059423,,0.5255522077922079,385,No
1002550732,2987721685,,0.17008,10,No
508020318,508020530,,0.44777357973990406,487,No
288699756,359328557,,0.5526590643274853,228,No
359328557,998638275,,0.5434190476190477,112,No
288991742,1182677912,,0.019626666666666667,10,No
288991742,332228049,,0.11259354166666669,80,No
1182677912,332232291,,0.11470994152046783,57,No
332228049,1640472735,,0.4492909756097561,410,No
332228049,332228052,,0.1499505,100,No
288991776,1172166382,,3.197805853658537,615,No
1172166382,1172166339,,0.3514805555555555,36,No
288991796,1168066109,,0.03135555555555555,9,No
288991796,9553739297,,0.0851650641025641,52,No
1168066109,1168066118,,0.098841619902731,891,No
1168066109,1181846056,,0.5438795698924731,155,No
9553739297,332233250,,0.5314927536231884,184,No
288991961,1168066109,,1.5788779272546087,669,No
288991961,332231811,,0.1848571428571429,21,No
332231811,332231898,,0.17049302325581395,43,No
332231811,1168183739,,0.05576090828138913,2246,No
288994875,1640472834,,0.022830952380952382,7,No
288994875,1562575420,,0.20742434782608699,115,No
1640472834,1640472833,,1.3193846153846152,208,No
1640472834,332228056,,0.7361742081447964,221,No
1562575420,3200259361,,0.44871896551724133,261,No
288994882,3200153661,,0.018968518518518517,9,No
288994882,3200246561,,0.08097537878787878,44,No
3200153661,1640472913,,0.022203703703703705,9,No
3200153661,513354006,,0.10194444444444445,54,No
3200246561,4858447071,,0.2944150943396226,159,No
2995468924,288361296,,0.04086666666666666,6,No
2995468924,3066150336,,0.7194915277777778,120,No
1623825445,1623825441,,0.13346324786324787,39,No
289666715,289839350,,1.2250899817850638,1281,No
289666715,2556775251,,0.33373629032258056,62,No
289839350,4791936458,,0.2764854744426319,2452,No
2977109522,2987721680,,1.3443706563706563,259,No
289837298,595721905,,0.5979002666666666,125,No
595721905,595721902,,0.05928125,16,No
595721905,9234884567,,0.25073282115171647,1204,No
4791936458,7699026184,,0.13650215749730313,2472,No
4791936458,595721982,,0.08489999999999999,25,No
1623825499,290070944,,0.403309090909091,44,No
290069395,1012176395,,0.11947429467084637,319,No
290069395,1012176455,,0.2498711111111111,30,No
1012176395,1012176455,,0.0915641697877653,267,No
1012176395,1623825506,,0.8205686781609195,116,No
1012176455,4860805293,,0.33852256097560973,82,No
4860805293,4860805294,,0.09239225352112676,284,No
290070570,2957737691,,0.5434819047619047,70,No
2957737691,2957737627,,0.16506875,32,No
2957737691,274479595,,0.23668243243243242,37,No
290070572,290070570,,0.35022916666666665,48,No
290070944,1623825522,,0.037467647058823536,17,No
1623825522,5098445390,,0.3606666666666667,110,No
1623825522,1623825574,,0.8618938405797101,138,No
519550673,295887702,,0.06693983739837399,41,No
519550497,1623825499,,0.2876176929748482,1153,No
295887702,290071881,,0.27638279569892477,186,No
290584861,1618530633,,0.25588636363636363,22,No
4856120482,1618530652,,0.27210526315789474,38,No
1618530633,297187423,,1.2311651821862346,247,No
291157876,564633599,,0.5319692055692056,407,No
564633599,564633761,,0.7855263937282232,574,No
564633599,1683192120,,0.4212498190372783,1842,No
291158321,564643046,,0.1486730769230769,117,No
564643046,564633720,,0.6508051393728221,574,No
564643046,4141004881,,0.5652809315866084,229,No
487079355,239978277,,3.6990368891537537,839,No
3787678459,3688124294,,0.1832323671497584,69,No
292204030,597663103,,0.16800000000000004,121,No
597663103,1012752099,,0.8698319689000683,4373,No
597663103,1012752115,,3.2173262968874696,1253,No
1012752117,257503927,,0.0813111111111111,30,No
1012752117,5118453533,,0.19971742424242425,44,No
292204793,1012752115,,0.2148313492063492,672,No
292204793,1012752029,,0.4858091954022988,29,No
1012752115,9732149523,,0.10161600583590799,1942,No
1012752115,6914180017,,0.10035821339950372,2015,No
292205330,7009742607,,0.5218590497737556,221,No
7009742607,4856288796,,0.04730416666666667,12,No
7009742607,4856288798,,0.15358146067415734,356,No
293111736,243846384,,0.5649459854014598,137,No
988059878,988059622,,0.3837261316872428,324,No
988059423,293111736,,0.29736976744186044,129,No
293572317,271052939,,0.08259039548022598,59,No
293572317,984409427,,0.1357909090909091,22,No
984409427,271052941,,0.5523942660550459,218,No
293572467,1623825584,,0.22077058823529408,51,No
293572467,1003282514,,0.7310503443526172,242,No
1623825584,1623825574,,1.1471461756373935,353,No
1623825584,982684040,,0.12496363636363636,22,No
316915088,990023299,,0.93965,114,No
316914949,294056228,,0.2347236111111111,72,No
294056228,4858590457,,0.10047692307692307,26,No
294056228,294056673,,0.20801818181818182,33,No
294056511,294056508,,0.15409014869888477,269,No
295821679,1004684357,,0.18392997076023393,228,No
295821679,296294277,,0.9417083891013383,4184,No
1004684357,7235049596,,0.44787172774869116,573,No
1004684357,7235049595,,0.3004082887700534,374,No
296294277,297912960,,1.4439473190348526,373,No
295823782,1653118793,,0.13354161220043573,153,No
1653118793,984409301,,0.3657352238805969,335,No
1653118793,295824117,,0.6655047383601155,809,No
295823797,440974321,,0.23275070457976846,3974,No
440974321,4114125690,,0.5623783615084526,7690,No
295823841,1654580612,,0.4029651452282158,482,No
295823841,5006096709,,0.18644784313725488,85,No
1654580612,295823846,,0.16704416666666666,200,No
1654580612,316734695,,1.4837950819672132,488,No
295823846,295823782,,0.8189605271938605,999,No
295824117,1653118463,,0.9644598842018196,1209,No
295824117,295823797,,0.3333671497584541,414,No
1653118463,1653118444,,0.1173851851851852,63,No
295884280,295884684,,0.3671032599837,409,No
295884684,295884715,,0.8191862179487179,364,No
295884684,281676469,,0.54968,605,No
295884715,297912070,,0.21046458333333334,56,No
295884715,296294277,,0.3364179487179487,130,No
297912070,271052933,,0.12546752136752135,39,No
297912070,981496773,,0.2396745274527453,1111,No
295884756,295884715,,0.02972222222222222,12,No
295884756,7235049595,,0.5185059999999999,375,No
7235049595,7235049596,,0.27307994072392483,10572,No
990023267,990023279,,0.254810582010582,63,No
296292754,1613174419,,1.206916116352201,212,No
296292754,271052935,,0.4772376811594203,69,No
297912960,990023319,,0.2538175555555556,75,No
297912960,316915212,,1.2948691876750702,357,No
297165917,1012752131,,0.2820043010752688,31,No
9177281096,9177281095,,0.08492777777777777,12,No
1012752131,1623825064,,1.5322171568627452,136,No
297187780,1025308469,,0.9866836468129573,638,No
297187780,3034002229,,0.16728089887640452,89,No
1025308469,9221275834,,0.7044965885416665,640,No
